5,2,true,true,100,512
5,2,true,true,500,512
5,2,true,true,1000,512
5,2,true,true,2000,512
5,2,true,true,5000,512
5,2,true,true,7000,512
5,2,true,true,10000,512
5,2,true,true,12000,512
5,2,true,true,15000,512
5,2,true,true,17000,512
5,2,true,true,20000,512
5,1,true,true,100,512
5,1,true,true,500,512
5,1,true,true,1000,512
5,1,true,true,2000,512
5,1,true,true,5000,512
5,1,true,true,7000,512
5,1,true,true,10000,512
5,1,true,true,12000,512
5,1,true,true,15000,512
5,1,true,true,17000,512
5,1,true,true,20000,512
5,4,true,true,100,512
5,4,true,true,500,512
5,4,true,true,1000,512
5,4,true,true,2000,512
5,4,true,true,5000,512
5,4,true,true,7000,512
5,4,true,true,10000,512
5,4,true,true,12000,512
5,4,true,true,15000,512
5,4,true,true,17000,512
5,4,true,true,20000,512
5,5,true,true,100,512
5,5,true,true,500,512
5,5,true,true,1000,512
5,5,true,true,2000,512
5,5,true,true,5000,512
5,5,true,true,7000,512
5,5,true,true,10000,512
5,5,true,true,12000,512
5,5,true,true,15000,512
5,5,true,true,17000,512
5,5,true,true,20000,512
5,6,true,true,100,512
5,6,true,true,500,512
5,6,true,true,1000,512
5,6,true,true,2000,512
5,6,true,true,5000,512
5,6,true,true,7000,512
5,6,true,true,10000,512
5,6,true,true,12000,512
5,6,true,true,15000,512
5,6,true,true,17000,512
5,6,true,true,20000,512
5,3,true,true,100,1024
5,3,true,true,500,1024
5,3,true,true,1000,1024
5,3,true,true,2000,1024
5,3,true,true,5000,1024
5,3,true,true,7000,1024
5,3,true,true,10000,1024
5,3,true,true,12000,1024
5,3,true,true,15000,1024
5,3,true,true,17000,1024
5,3,true,true,20000,1024
